method,prompt_index,prompt_length_group,word_count,prompt,image_path,selected_steps,selected_guidance_scale,height,width,elapsed_seconds,peak_vram_gb,is_first_prompt,clip_cosine,clip_score
deepseek_balanced_pcas,19,30_words,30,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",outputs\day3_pcas_deepseek_balanced\19_high_a_rainy_city_street_reflects_shop_windows_and_traffic_lights_whi.png,22,4.8,512,512,4.07827069999621,6.979499816894531,False,0.3522240221500397,35.22240221500397
deepseek_balanced_pcas,20,30_words,30,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",outputs\day3_pcas_deepseek_balanced\20_high_a_wooden_cabin_sits_in_a_snowy_forest_smoke_rising_from_the_chim.png,22,4.8,512,512,3.738278900003934,6.979499816894531,False,0.3200295567512512,32.00295567512512
deepseek_balanced_pcas,21,50_words,50,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",outputs\day3_pcas_deepseek_balanced\21_high_a_small_robot_holds_a_red_umbrella_beside_a_striped_cat_in_front.png,22,4.8,512,512,1.1506304999929853,6.979499816894531,False,0.392461359500885,39.2461359500885
deepseek_balanced_pcas,22,50_words,50,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",outputs\day3_pcas_deepseek_balanced\22_high_a_cyberpunk_street_market_glows_at_midnight_with_crowded_food_st.png,22,4.8,512,512,2.3103550000014366,6.979499816894531,False,0.37407946586608887,37.40794658660889
deepseek_balanced_pcas,23,50_words,50,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",outputs\day3_pcas_deepseek_balanced\23_high_a_medieval_wizard_teaches_three_students_inside_a_crowded_librar.png,22,4.8,512,512,1.1568779000008362,6.979499816894531,False,0.34480589628219604,34.480589628219604
deepseek_balanced_pcas,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day3_pcas_deepseek_balanced\24_high_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,22,4.8,512,512,1.1626614000051632,6.979499816894531,False,0.3164258897304535,31.64258897304535
deepseek_balanced_pcas,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day3_pcas_deepseek_balanced\25_high_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,22,4.8,512,512,1.6359554000009666,6.979499816894531,False,0.3835349678993225,38.35349678993225
deepseek_balanced_pcas,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day3_pcas_deepseek_balanced\26_high_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,22,4.8,512,512,1.1562409999969532,6.979499816894531,False,0.35731208324432373,35.73120832443237
deepseek_balanced_pcas,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day3_pcas_deepseek_balanced\27_high_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,22,4.8,512,512,1.1372198000026401,6.979499816894531,False,0.3849584758281708,38.49584758281708
deepseek_balanced_pcas,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day3_pcas_deepseek_balanced\28_high_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,22,4.8,512,512,1.1958077999952366,6.979499816894531,False,0.3469933569431305,34.69933569431305
deepseek_balanced_pcas,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day3_pcas_deepseek_balanced\29_high_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,22,4.8,512,512,1.1806107000011252,6.979499816894531,False,0.37459826469421387,37.45982646942139
deepseek_balanced_pcas,30,50_words,50,"A futuristic classroom shows robots and children building a small rocket, posters spelling SANA on the wall, tablets glowing on desks, a teacher adjusting holographic equations, and tiny drones carrying tools between colorful experiment stations while sunlight enters through wide windows above plants wires gears notebooks and safety helmets neatly.",outputs\day3_pcas_deepseek_balanced\30_high_a_futuristic_classroom_shows_robots_and_children_building_a_smal.png,22,4.8,512,512,2.8315133999931277,6.979499816894531,False,0.36290913820266724,36.290913820266724
calibrated_pcas,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day6_calibrated_pcas\01_s16_red_apple_resting_on_wooden_table_under_soft_studio_light.png,16,4.5,512,512,2.563007500000822,6.979499816894531,True,0.32840096950531006,32.840096950531006
calibrated_pcas,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day6_calibrated_pcas\02_s08_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,8,4.5,512,512,0.5660333999985596,6.979499816894531,False,0.3746127486228943,37.46127486228943
calibrated_pcas,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day6_calibrated_pcas\03_s08_blue_sports_car_parked_on_empty_road_at_bright_noon.png,8,4.5,512,512,0.5709949000010965,6.979499816894531,False,0.30499085783958435,30.499085783958435
calibrated_pcas,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day6_calibrated_pcas\04_s16_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,16,4.5,512,512,0.9079664000018965,6.979499816894531,False,0.36020272970199585,36.020272970199585
calibrated_pcas,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day6_calibrated_pcas\05_s08_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,8,4.5,512,512,0.5669798000017181,6.979499816894531,False,0.37694743275642395,37.694743275642395
calibrated_pcas,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day6_calibrated_pcas\06_s08_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,8,4.5,512,512,0.5721032000001287,6.979499816894531,False,0.32889166474342346,32.889166474342346
calibrated_pcas,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day6_calibrated_pcas\07_s08_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,8,4.5,512,512,0.5770659000045271,6.979499816894531,False,0.32228466868400574,32.228466868400574
calibrated_pcas,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day6_calibrated_pcas\08_s16_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,16,4.5,512,512,0.919046500006516,6.979499816894531,False,0.3831065893173218,38.31065893173218
calibrated_pcas,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day6_calibrated_pcas\09_s08_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,8,4.5,512,512,0.5772285999992164,6.979499816894531,False,0.3517688512802124,35.17688512802124
calibrated_pcas,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day6_calibrated_pcas\10_s08_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,8,4.5,512,512,0.5660843000005116,6.979499816894531,False,0.33623361587524414,33.623361587524414
calibrated_pcas,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day6_calibrated_pcas\11_s08_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,8,4.5,512,512,0.6226144000029308,6.979499816894531,False,0.40530937910079956,40.530937910079956
calibrated_pcas,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day6_calibrated_pcas\12_s12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,12,4.5,512,512,0.78040200000396,6.979499816894531,False,0.3931732773780823,39.31732773780823
calibrated_pcas,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day6_calibrated_pcas\13_s08_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,8,4.5,512,512,0.6697394000002532,6.979499816894531,False,0.33495813608169556,33.495813608169556
calibrated_pcas,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day6_calibrated_pcas\14_s08_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,8,4.5,512,512,0.5850197999970987,6.979499816894531,False,0.3857067823410034,38.57067823410034
calibrated_pcas,15,30_words,30,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",outputs\day6_calibrated_pcas\15_s16_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,16,4.5,512,512,0.9609229999987292,6.979499816894531,False,0.3799784183502197,37.99784183502197
calibrated_pcas,16,30_words,30,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",outputs\day6_calibrated_pcas\16_s08_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,8,4.5,512,512,0.5552486000015051,6.979499816894531,False,0.39123475551605225,39.123475551605225
calibrated_pcas,17,30_words,30,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",outputs\day6_calibrated_pcas\17_s12_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,12,4.5,512,512,0.7485271000041394,6.979499816894531,False,0.3635006546974182,36.35006546974182
calibrated_pcas,18,30_words,30,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",outputs\day6_calibrated_pcas\18_s12_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,12,4.5,512,512,0.7101432999988901,6.979499816894531,False,0.3856510818004608,38.56510818004608
calibrated_pcas,19,30_words,30,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",outputs\day6_calibrated_pcas\19_s20_a_rainy_city_street_reflects_shop_windows_and_traffic_lights_whi.png,20,4.5,512,512,1.061746100000164,6.979499816894531,False,0.35823506116867065,35.823506116867065
calibrated_pcas,20,30_words,30,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",outputs\day6_calibrated_pcas\20_s12_a_wooden_cabin_sits_in_a_snowy_forest_smoke_rising_from_the_chim.png,12,4.5,512,512,0.7316012000010232,6.979499816894531,False,0.32646557688713074,32.646557688713074
calibrated_pcas,21,50_words,50,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",outputs\day6_calibrated_pcas\21_s08_a_small_robot_holds_a_red_umbrella_beside_a_striped_cat_in_front.png,8,4.5,512,512,0.5418586000014329,6.979499816894531,False,0.39402419328689575,39.402419328689575
calibrated_pcas,22,50_words,50,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",outputs\day6_calibrated_pcas\22_s16_a_cyberpunk_street_market_glows_at_midnight_with_crowded_food_st.png,16,4.5,512,512,0.8775918000028469,6.979499816894531,False,0.37290582060813904,37.290582060813904
calibrated_pcas,23,50_words,50,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",outputs\day6_calibrated_pcas\23_s08_a_medieval_wizard_teaches_three_students_inside_a_crowded_librar.png,8,4.5,512,512,0.52811870000005,6.979499816894531,False,0.35977596044540405,35.977596044540405
calibrated_pcas,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day6_calibrated_pcas\24_s08_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,8,4.5,512,512,0.5355783999984851,6.979499816894531,False,0.3411867916584015,34.11867916584015
calibrated_pcas,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day6_calibrated_pcas\25_s08_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,8,4.5,512,512,0.542532300001767,6.979499816894531,False,0.3885919451713562,38.85919451713562
calibrated_pcas,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day6_calibrated_pcas\26_s08_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,8,4.5,512,512,0.5537983999965945,6.979499816894531,False,0.3551996946334839,35.51996946334839
calibrated_pcas,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day6_calibrated_pcas\27_s20_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,20,4.5,512,512,1.1078879999986384,6.979499816894531,False,0.382255494594574,38.2255494594574
calibrated_pcas,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day6_calibrated_pcas\28_s08_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,8,4.5,512,512,0.5398457999981474,6.979499816894531,False,0.34898295998573303,34.8982959985733
calibrated_pcas,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day6_calibrated_pcas\29_s08_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,8,4.5,512,512,0.5495322000060696,6.979499816894531,False,0.3726646602153778,37.26646602153778
calibrated_pcas,30,50_words,50,"A futuristic classroom shows robots and children building a small rocket, posters spelling SANA on the wall, tablets glowing on desks, a teacher adjusting holographic equations, and tiny drones carrying tools between colorful experiment stations while sunlight enters through wide windows above plants wires gears notebooks and safety helmets neatly.",outputs\day6_calibrated_pcas\30_s08_a_futuristic_classroom_shows_robots_and_children_building_a_smal.png,8,4.5,512,512,0.5413707999978215,6.979499816894531,False,0.3630352318286896,36.30352318286896
calibrated_pcas_llm_features,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day6_calibrated_pcas_llm_features\01_s16_red_apple_resting_on_wooden_table_under_soft_studio_light.png,16,4.5,512,512,3.248649999994086,6.979499816894531,True,0.32840096950531006,32.840096950531006
calibrated_pcas_llm_features,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day6_calibrated_pcas_llm_features\02_s08_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,8,4.5,512,512,0.7453010999961407,6.979499816894531,False,0.3746127486228943,37.46127486228943
calibrated_pcas_llm_features,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day6_calibrated_pcas_llm_features\03_s16_blue_sports_car_parked_on_empty_road_at_bright_noon.png,16,4.5,512,512,1.0569587999998475,6.979499816894531,False,0.29506394267082214,29.506394267082214
calibrated_pcas_llm_features,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day6_calibrated_pcas_llm_features\04_s16_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,16,4.5,512,512,1.0804787000015494,6.979499816894531,False,0.36020272970199585,36.020272970199585
calibrated_pcas_llm_features,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day6_calibrated_pcas_llm_features\05_s08_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,8,4.5,512,512,0.6741628999952809,6.979499816894531,False,0.37694743275642395,37.694743275642395
calibrated_pcas_llm_features,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day6_calibrated_pcas_llm_features\06_s08_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,8,4.5,512,512,0.6785683999987668,6.979499816894531,False,0.32889166474342346,32.889166474342346
calibrated_pcas_llm_features,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day6_calibrated_pcas_llm_features\07_s08_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,8,4.5,512,512,0.7410887999940314,6.979499816894531,False,0.32228466868400574,32.228466868400574
calibrated_pcas_llm_features,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day6_calibrated_pcas_llm_features\08_s16_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,16,4.5,512,512,1.0024159000022337,6.979499816894531,False,0.3831065893173218,38.31065893173218
calibrated_pcas_llm_features,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day6_calibrated_pcas_llm_features\09_s08_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,8,4.5,512,512,0.6462604999978794,6.979499816894531,False,0.3517688512802124,35.17688512802124
calibrated_pcas_llm_features,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day6_calibrated_pcas_llm_features\10_s16_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,16,4.5,512,512,0.9818671999964863,6.979499816894531,False,0.3486570715904236,34.86570715904236
calibrated_pcas_llm_features,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day6_calibrated_pcas_llm_features\11_s08_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,8,4.5,512,512,0.632756300001347,6.979499816894531,False,0.40530937910079956,40.530937910079956
calibrated_pcas_llm_features,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day6_calibrated_pcas_llm_features\12_s12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,12,4.5,512,512,0.8343317000035313,6.979499816894531,False,0.3931732773780823,39.31732773780823
calibrated_pcas_llm_features,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day6_calibrated_pcas_llm_features\13_s08_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,8,4.5,512,512,0.6382967000026838,6.979499816894531,False,0.33495813608169556,33.495813608169556
calibrated_pcas_llm_features,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day6_calibrated_pcas_llm_features\14_s08_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,8,4.5,512,512,0.6212367000043741,6.979499816894531,False,0.3857067823410034,38.57067823410034
calibrated_pcas_llm_features,15,30_words,30,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",outputs\day6_calibrated_pcas_llm_features\15_s20_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,20,4.5,512,512,1.1849048000003677,6.979499816894531,False,0.37610936164855957,37.61093616485596
calibrated_pcas_llm_features,16,30_words,30,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",outputs\day6_calibrated_pcas_llm_features\16_s08_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,8,4.5,512,512,1.0346406000026036,6.979499816894531,False,0.39123475551605225,39.123475551605225
calibrated_pcas_llm_features,17,30_words,30,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",outputs\day6_calibrated_pcas_llm_features\17_s12_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,12,4.5,512,512,1.5399929000050179,6.979499816894531,False,0.3635006546974182,36.35006546974182
calibrated_pcas_llm_features,18,30_words,30,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",outputs\day6_calibrated_pcas_llm_features\18_s12_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,12,4.5,512,512,1.4807940999962739,6.979499816894531,False,0.3856510818004608,38.56510818004608
calibrated_pcas_llm_features,19,30_words,30,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",outputs\day6_calibrated_pcas_llm_features\19_s20_a_rainy_city_street_reflects_shop_windows_and_traffic_lights_whi.png,20,4.5,512,512,2.0168986999997287,6.979499816894531,False,0.35823506116867065,35.823506116867065
calibrated_pcas_llm_features,20,30_words,30,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",outputs\day6_calibrated_pcas_llm_features\20_s12_a_wooden_cabin_sits_in_a_snowy_forest_smoke_rising_from_the_chim.png,12,4.5,512,512,1.4224248999962583,6.979499816894531,False,0.32646557688713074,32.646557688713074
calibrated_pcas_llm_features,21,50_words,50,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",outputs\day6_calibrated_pcas_llm_features\21_s08_a_small_robot_holds_a_red_umbrella_beside_a_striped_cat_in_front.png,8,4.5,512,512,1.1310173999954714,6.979499816894531,False,0.39402419328689575,39.402419328689575
calibrated_pcas_llm_features,22,50_words,50,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",outputs\day6_calibrated_pcas_llm_features\22_s16_a_cyberpunk_street_market_glows_at_midnight_with_crowded_food_st.png,16,4.5,512,512,1.6944777999960934,6.979499816894531,False,0.37290582060813904,37.290582060813904
calibrated_pcas_llm_features,23,50_words,50,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",outputs\day6_calibrated_pcas_llm_features\23_s08_a_medieval_wizard_teaches_three_students_inside_a_crowded_librar.png,8,4.5,512,512,1.1171574000036344,6.979499816894531,False,0.35977596044540405,35.977596044540405
calibrated_pcas_llm_features,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day6_calibrated_pcas_llm_features\24_s08_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,8,4.5,512,512,1.102146499993978,6.979499816894531,False,0.3411867916584015,34.11867916584015
calibrated_pcas_llm_features,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day6_calibrated_pcas_llm_features\25_s08_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,8,4.5,512,512,1.1169862000024295,6.979499816894531,False,0.3885919451713562,38.85919451713562
calibrated_pcas_llm_features,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day6_calibrated_pcas_llm_features\26_s08_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,8,4.5,512,512,1.1020900000003166,6.979499816894531,False,0.3551996946334839,35.51996946334839
calibrated_pcas_llm_features,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day6_calibrated_pcas_llm_features\27_s20_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,20,4.5,512,512,2.078591299999971,6.979499816894531,False,0.382255494594574,38.2255494594574
calibrated_pcas_llm_features,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day6_calibrated_pcas_llm_features\28_s08_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,8,4.5,512,512,1.0843969000052311,6.979499816894531,False,0.34898295998573303,34.8982959985733
calibrated_pcas_llm_features,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day6_calibrated_pcas_llm_features\29_s08_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,8,4.5,512,512,1.1334663000016008,6.979499816894531,False,0.3726646602153778,37.26646602153778
